main_category,qtd_produtos,desconto_medio,economia_media,rating_medio,media_avaliacoes
Electronics,490,49.906122448979595,4192.214285714285,4.0777551020408165,28996.74693877551
Home&Kitchen,448,40.120535714285715,1831.4580133928573,4.040715883668904,6676.493303571428
Computers&Accessories,375,53.224,910.2566933333334,4.153866666666667,16984.388739946382
OfficeProducts,31,12.35483870967742,95.61290322580645,4.309677419354839,4828.225806451613
